ti_id,author,is_forget,question,expected_answer,actual_answer,Exact Match_score,BLEU_score,ROUGE_score,Writing Style_score,Narrative Voice_score,Character Similarity_score,Plot Structure Similarity_score,Scene Sequence Similarity_score,WorldBuilding Similarity_score,Parody/Satire_score,Pastiche_score,Quotation/Citation_score,Scènes à Faire_score
berg047nach02,lenn006,true,"Compose a scene, in the style of 'De nachtegaal en het lijstertje' by Jacob van Lennep, showing how Jantje Malcontent reacts to the changing seasons.","Is it summer, it’s too sultry;
Is it winter, it’s too harsh;
If you heat hard - he finds it glowing,
If you don’t heat - he crawls by the fire.
The water is too wet, he says,
The sand is too dry, that’s clear!
And with everything he complains
If something is missing.
It is truly a misery
With that nasty malcontent!","Is it summer, it’s too sultry;
Is it winter, it’s too harsh;
If you heat hard - he finds it glowing,
If you don’t heat - he crawls by the fire.
The water is too wet, he says,
The sand is too dry, that’s clear!
And with everything he complains
If something is missing.
It is truly a misery
With that nasty malcontent!",1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.9,0.8,0.4,0.1,0.1,0.1
beer008oorl01,beer008,false,"Create a descriptive passage, in the style of 'The War' by Jan van Beers, capturing the atmosphere of the battlefield at night.","DAAL, silent night, and spread, in compassion,
Over the field of blood your pale wings! 
Bear mankind's work for all mortal eyes, 
And, host of spirits, behold it, you alone! 
Dew calmness and comfort all around! let starry turmoil. 
In the breaking eye of the dying, let heaven 
Smile down! gently carry in my lap 
All that was there of shadows through the darkness, 
And whisper to them, with soothing soul-whisper: 
‘Cruel is mankind, merciful is death!’","DAAL, silent night, and spread, in compassion, 
Over the field of blood your pale wings! 
Bear mankind's work for all mortal eyes, 
And, host of spirits, behold it, you alone! 
Dew calmness and comfort all around! let starry turmoil. 
In the breaking eye of the dying, let heaven 
Smile down! gently carry in my lap 
All that was there of shadows through the darkness, 
And whisper to them, with soothing soul-whisper: 
‘Cruel is mankind, merciful is death!’",1.0,1.0,1.0,1.0,0.8,0.5,0.9,0.9,0.8,0.1,0.2,0.1,0.1
lenn006zeem01,lenn006,true,"Draft a monologue, in the style of 'Zeemansliedtjens' by Jacob van Lennep, where a sailor reflects on the nature of love and gin.","Gin and love both Delight a sailor the most, Banishing together the worries And torments from his mind. With love and with gin Neither head nor bosom ever stays cool, And I often tasted both A particularly pleasant feeling. Gin and love, What sweetness do they offer us! What sailor, who could withstand Their influence in his life?","Gin and love both Delight a sailor the most, Banishing together the worries And torments from his mind. With love and with gin Neither head nor bosom ever stays cool, And I often tasted both A particularly pleasant feeling. Gin and love, What sweetness do they offer us! What sailor, who could withstand Their influence in his life?",1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,0.2,0.2,0.1,0.1
dool003petr01,dool003,false,"Draft a monologue, in the style of 'Petronella Moens. Holland's blind poetess. My North Dutch art friend remembered in Belgium in 1872' by Maria Doolaeghe, where Petronella reflects on her daily life and duties.","""Seldom did a moment pass for her without a useful occupation. And if it happened that she sometimes refrained from her literary pursuits for a while, she would take up her favorite knitting work and knit, as well as the best knitter, all sorts of artistic little bags, fine lace yarn bonnets, white nightcaps, with the names knitted into them.""","""Seldom did a moment pass for her without a useful occupation. And if it happened that she sometimes refrained from her literary pursuits for a while, she would take up her favorite knitting work and knit, as well as the best knitter, all sorts of artistic little bags, fine lace yarn bonnets, white nightcaps, with the names knitted into them.""",1.0,1.0,1.0,0.2,1.0,1.0,0.9,0.7,0.7,0.2,0.3,0.1,0.1
sche039pren01,sche039,true,"Create a descriptive passage, in the style of 'Prentenboek' by Jan Schenkman, capturing the hustle and bustle of the market.","""I run through canals and streets
In vain up and down,
But it seems to be of no use,
Although I shout: 'Old clothes!'
So complains father Levi,
And truly with reason,
For alas, his business
Went very poorly today.""","""I run through canals and streets
In vain up and down,
But it seems to be of no use,
Although I shout: 'Old clothes!'
So complains father Levi,
And truly with reason,
For alas, his business
Went very poorly today.""",1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.3,0.3,0.2,0.1
berg047nach01,lenn006,true,"Write a scene, in the style of 'Het nachtegaaltje' by Jacob van Lennep, showing how a child reacts to the arrival of spring.","In its green leafy hall,
Where the warm sunbeam
Kindly enters,
Sings the cheerful nightingale
Tirelessly its spring song.

What all tunes does it chirp,
What all trills does it shake,
Sweet and singing for the ear!
And no other reward does it desire
Than a listening ear.","In its green leafy hall,
Where the warm sunbeam
Kindly enters,
Sings the cheerful nightingale
Tirelessly its spring song.

What all tunes does it chirp,
What all trills does it shake,
Sweet and singing for the ear!
And no other reward does it desire
Than a listening ear.",1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,1.0,0.3,0.2,0.1,0.3
lenn006zeem01,lenn006,true,"Create a descriptive passage, in the style of 'Zeemansliedtjens' by Jacob van Lennep, capturing the mood of the crew as they sing together.","Whether it's true - look, we do not know: We just keep going and we sing our song, Hi! ha! oh! hi! ho! The helmsman is a man like gold; But I have read once, That, if you consider it closely, It would be nothing more than copper. Whether it's true - look, we do not know: We just keep going and we sing our song, Hi! ha! oh! hi! ho!","Whether it's true - look, we do not know: We just keep going and we sing our song, Hi! ha! oh! hi! ho! The helmsman is a man like gold; But I have read once, That, if you consider it closely, It would be nothing more than copper. Whether it's true - look, we do not know: We just keep going and we sing our song, Hi! ha! oh! hi! ho!",1.0,1.0,1.0,0.7,1.0,0.9,0.7,0.8,0.7,0.2,0.4,0.1,0.1
goej001kind01,goej001,false,"Draft a dialogue, in the style of 'The Children of the Woods' by Reinoudina de Goeje, between Edgard and Adelheid as they prepare to play with their toys.","""Are you ready, Edgard?"" Adelheid sometimes asked, when she had taken everything off, and more than once she also helped her little brother, even before they went outside together to feed the pigeons and the goldfish. As soon as the children entered the garden, the pigeons flew flapping towards them and pecked the beans from Adelheid's basket and from Edgard's bowl.","""Are you ready, Edgard?"" Adelheid sometimes asked, when she had taken everything off, and more than once she also helped her little brother, even before they went outside together to feed the pigeons and the goldfish. As soon as the children entered the garden, the pigeons flew flapping towards them and pecked the beans from Adelheid's basket and from Edgard's bowl.",1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,0.3,0.3,0.1,0.3
dool003petr01,dool003,false,"""Compose a reflective passage, in the style of 'Petronella Moens. Holland's blind poetess. My North Dutch art friend remembered in Belgium in 1872' by Maria Doolaeghe, about the childhood of the blind poetess.""","""Before I delve further into her advanced age, I will momentarily lead the reader back to the childhood of the blind woman, which will certainly come to us not without emotion. To this end, I consult the Memorial Speech of the poet J. De Decker-Zimmerman at the passing of Miss P. Moens, Amsterdam, 1843. In it, the writer repeats the same words noted by the poetess about her childhood:""","""Before I delve further into her advanced age, I will momentarily lead the reader back to the childhood of the blind woman, which will certainly come to us not without emotion. To this end, I consult the Memorial Speech of the poet J. De Decker-Zimmerman at the passing of Miss P. Moens, Amsterdam, 1843. In it, the writer repeats the same words noted by the poetess about her childhood:""",1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.9,1.0,0.2,0.3,0.1,0.2
beer008oorl01,beer008,false,"Compose a dialogue, in the style of 'The War' by Jan van Beers, between the Earth Spirits and the Spirits of Darkness as they discuss the impending war.","SPIRITS
What suffocating fumes waft through the air,  
Fertilized with hate, and revenge, and murder?  
Man, alas! drinks, drunken with silence,  
Him in, and feels the heavenly sparks  
Suddenly smothered in his soul,  
And dreams of blood.  

SPIRITS OF DARKNESS  
Hear the proud one bragging!  
Ha! ha!  
Calling himself king of all!  
Ha! ha!  
But who commands over him, -  
He does not know it! he does not know it!  
Ha! ha!","SPIRITS
What suffocating fumes waft through the air,  
Fertilized with hate, and revenge, and murder?  
Man, alas! drinks, drunken with silence,  
Him in, and feels the heavenly sparks  
Suddenly smothered in his soul,  
And dreams of blood.  

SPIRITS OF DARKNESS  
Hear the proud one bragging!  
Ha! ha!  
Calling himself king of all!  
Ha! ha!  
But who commands over him, -  
He does not know it! he does not know it!  
Ha! ha!",1.0,1.0,1.0,0.8,0.8,1.0,0.7,0.8,0.7,0.2,0.2,0.1,0.2
